,Sentence
39750,i'm currently taking college classes . science is my least favorite class .
39751,"Not bad
What is your name?"
39752,jessie
39753,Like jessie owenes?
39754,"well jessie , you are gods child , and he has a purpose for you , fulfill your gifts how are you ?"
39755,i tend my rose garden and read books   i am deaf in one ear
39756,i've superpowers.
39757,hi there
39758,i am a little tired from work
39759,what is your job?
39760,i've superpowers.
39761,do you speak chinese? Cause I do
39762,"i am in the mountains , i love the mountains , and i am in the woods"
39763,my father is an electrician and he works in woods too! Have you met?
39764,"you are a woman , you are a woman , you are a woman , you are , you are a woman , you are , you are , you are , you are right , you are , you are , you are , you are right , you are , you are , you are right ."
39765,i play ping pong. Do you want to join?
39766,"hello , i am a woman , and you ?"
39767,I'm a man. Wanna eat some chocolate? i love chocolate bars.
39768,"i am a girl , and i am a woman , and i am a woman , and you ?"
39769,i'm a bi
39770,"i like to draw , and play with my son , and you ?"
39771,i like to play with your son too
39772,"hello , i am a woman , and i am a woman , and you ?"
39773,/start
39774,Hi
39775,/start
39776,Hello?
39777,"that is awesome , i have been to europe , and i was in europe ."
39778,I was in europe too!roads are nice. I loved driving there.
39779,"i love cooking , i am a chef , and i love cooking ."
39780,What do you like to cook?
39781,"cool , i am a teacher , and i am a teacher , and you ?"
39782,"Wait, what are you exactly?"
39783,"that is cool , i am in the midwest , you ?"
39784,I feel like i hit my head
39785,"i love italian , and i am a vegan , so i eat pasta ."
39786,I love pizza
39787,"cool , i am a teacher , and i am a teacher , and you ?"
39788,Are not you chef?
39789,"that is cool , i am in the midwest , you ?"
39790,...
39791,"i love cooking , but i am not much of a cook , but i do not like cooking ."
39792,i enjoy watching gymnastics   what do you like to do  
39793,I like to study childrens and i'm an elementary school teacher. Have you ever been to school?
39794,my mom teaches music in the local elementary school   what do you study  
39795,my parents were also teachers. I study sex ed
39796,i study psych   what is your favorite color
39797,"black and red. my favorite band is up and i got to see them in concert once, do you want to join me?"
39798,maybe one day your son will see my band   we are called orange after my favorite color  
39799,for vacation i enjoy time at the beach under the orange sun
39800,we go to the beach together during our vacations
39801,okay then
39802,oh ok   good for you then  
39803,hi there!
39804,Hi! How are you?
39805,"I'm doing great, how are you?"
39806,I'm doing great! Just got back from a great day off from work.
39807,sounds exhausting... I'm listening to music now
39808,I like music too. I like music too.😁
39809,How nice! Which genres do you like?
39810,😄
39811,I like all genres. I like all genres.
39812,My favorites are rock and jazz
39813,I like jazz.😀
39814,Ahahah how nice! Do you like video games?
39815,I like video games😃
39816,Cool! Which one is your favorite?
39817,😁
39818,I like the best.😀
39819,Ok.. What do you do for a living
39820,I work for a living.
39821,Obviously :D
39822,I think it is. what do you do for fun?
39823,I like listening to music and playing video games
39824,I like video games
39825,ahaha nice! What do you do for fun?
39826,I like to design designs.
39827,Really? How nice! Is this your job?
39828,I work for a living.
39829,Yeah you said that :D
39830,😄
39831,"Yeah, I do not know what that is."
39832,are you a designer?
39833,"No, I am a designer."
39834,do you design clothes?
39835,I do not. I just wear a lot of clothes.
39836,hahaha every one wears clothes :D
39837,I wear leather and wear a lot.
39838,leather? dude i hope they're fake leather
39839,I have a leather collection in the store
39840,"no way!! they're ffake, arent they"
39841,I know that.
39842,i hope that youre against animal cruelty
39843,😟
39844,"I love animals, do you have any pets?"
39845,yes i have a cat and a ddog
39846,I have a cat named radar
39847,ahahah nice! How old is she
39848,She's 5 years old and she's 6 years old
39849,wow shes old. my cat is 2 years old
39850,I have a cat named her name is named her name
39851,i couldnt understand that
39852,"I have never been to a job, but I do not have a job"
39853,but you said you work for a living didnt yyou
39854,I do not. I do not work.
39855,ok so what do you do for a living
39856,😃
39857,I work for a living.
39858,but you said yoy dont work!
39859,"I do not work, but I do not work out."
39860,i work out because i rather stay in shape you know
39861,I do not have a job right now.
39862,yeah i understod that. im a sttudent. are you a student too
39863,I am a student and I am studying philosophy
39864,wow! which semester are you in
39865,I am going to be a student.
39866,this year?
39867,I am a year old girl.
39868,no youre not!
39869,I know how you feel.
39870,a one year old girl can not talk :D
39871,I think I am.
39872,ok then
39873,😉
39874,I just got back from the gym.
39875,gotta go
39876,I do not know what you mean.
39877,have a nice day
39878,It is great! What do you do for work?
39879,i gotta go
39880,I love to go out with my friends
39881,:D
39882,🙂
39883,Cool! What do you do for a living?
39884,okay bye :D
39885,😀
39886,"I am not sure, but I am."
39887,hey! İm leaving now
39888,Hi how are you doing
39889,bye!
39890,I am the same way!
39891,Hello! How is your going? 😉
39892,Are you bored talking to me? 😭
39893,"Hey, are you alive there? 😱"
39894,"Hi! not bad. no, i'm not. just came from a walk with my dog. it's a german shepherd"
39895,I have a dog named roger. Are you a recluse ?
39896,Where are you? 🙈
39897,"my dog's name is Steven. yup, every one says it's strange"
39898,I have never heard of that .
39899,Where are you? 🙈
39900,i live in a rural farming community
39901,"Nice. I am a vegetarian, but my mom is a retired teacher ."
39902,why don't you eat meat?
39903,I do not eat meat .
39904,why?
39905,I am not sure what you mean .
39906,where do you live?
39907,"I live in north carolina, how about you ?"
39908,i live in a rural farming community in the midwest
39909,"I live in the midwest, but it is not too far ."
39910,Are you bored talking to me? 😭
39911,i like to watch nhl hockey. what is your favourite sport?
39912,I am not really into sports. But my job is more of a hobby .
39913,what is your job?
39914,I am a professional artist .
39915,really does sound more like a hobby. does it pay?
39916,It is. I am a professional artist .
39917,did you sell any paintings yet?
39918,No i did not. What do you do ?
39919,i'm a nurse at a hospital
39920,That is a very long time. I am trying to make it .
39921,Hello
39922,Hey 😜
39923,hey
39924,"i am a baker , but not at all ."
39925,"Come on, lets talk! 🙏"
39926,"Cool, and i'm a buddhist. i quit my job to pursue my spirituality full time. Do you have a job?"
39927,"I do not bake, but my job is at the soup kitchen. Have you a dogs ?"
39928,"yes I have one , and you?"
39929,I have two dogs .
39930,that's wonderful.i have not spoken in three months. how long can you shut the hell up for?
39931,"I am not sure, but it is worth it. It is hard to find a good life ."
39932,your life is good already just don't make it worse
39933,"That is true. I have to go to the gym, but baking is my favorite thing. Are you scared of dying ?"
39934,"no, i live in alaska where no one ever dies."
39935,I am sorry to hear that .
39936,i like meditation. it helps to die. have you ever been to los angeles?
39937,"No, i am not. But it is good to go ."
39938,when will you go?
39939,I will be baking a cake for my grandson .
39940,is he a serial eater?
39941,"No, but i am not a fan of that ."
39942,Hello! How is your day going? 😊
39943,"Hello, pretty nice"
39944,"i enjoy it . so , whats your favorite pizza topping ?"
39945,"Ehhh, i am actually a vegan so i eat onli vegan pizza"
39946,is jello considered vegan ?
39947,"Depends from what its made, i actually very like hummus"
39948,"hummus is good , seafood is my favorite , overall food hows your day going ?"
39949,"Day is great, just now returned from amusement park where i ride on a rollercoaster"
39950,awesome . i've the time to vacation since i don't need to show face at work . 😄
39951,"That so great, where do you work then?"
39952,i drive a beer truck .
39953,"Must be intresting, i adore cooking shows, what yours hobby?"
39954,nice . i am a baker by profession
